,title,url,date,tag,scraped,collections,text,subheadings,image_urls
351,Zonaanbidders zoeken naar cabrio's,https://www.volkskrant.nl/nieuws-achtergrond/zonaanbidders-zoeken-naar-cabrio-s~b75557e5/,2006-07-06,Nieuws & Achtergrond,False,,,,
352,Burgemeester: promotie compenseert lagere omzet,https://www.volkskrant.nl/sport/burgemeester-promotie-compenseert-lagere-omzet~bd809c01/,2006-07-04,Sport,False,,,,
353,Eerste hittegolf van 2006 een feit,https://www.volkskrant.nl/nieuws-achtergrond/eerste-hittegolf-van-2006-een-feit~b805bb41/,2006-07-04,Nieuws & Achtergrond,False,,,,
354,Sla wat koffierondjes over,https://www.volkskrant.nl/home/sla-wat-koffierondjes-over~bde45ebe/,2006-07-03,Voorpagina,False,,,,
355,Ozonpiek in België,https://www.volkskrant.nl/nieuws-achtergrond/ozonpiek-in-belgie~bca47e6e/,2006-07-02,Nieuws & Achtergrond,False,,,,
356,Sappig wier in weergaloze strandtent,https://www.volkskrant.nl/persoonlijk/sappig-wier-in-weergaloze-strandtent~b360e262/,2006-06-23,Voorpagina,False,,,,
357,Wachten op een hittegolf tevergeefs,https://www.volkskrant.nl/nieuws-achtergrond/wachten-op-een-hittegolf-tevergeefs~b65a6db0/,2006-06-12,Nieuws & Achtergrond,False,,,,
358,Grote kans op hittegolf,https://www.volkskrant.nl/nieuws-achtergrond/grote-kans-op-hittegolf~b9b3025c/,2006-06-12,Nieuws & Achtergrond,False,,,,
359,Film,https://www.volkskrant.nl/home/film~bf4dccd8/,2005-11-03,Voorpagina,False,,,,
360,Zomer 2005: nat met normale temperaturen,https://www.volkskrant.nl/nieuws-achtergrond/zomer-2005-nat-met-normale-temperaturen~b1c92727/,2005-08-31,Nieuws & Achtergrond,False,,,,
361,Zoveel bomen naar de knoppen,https://www.volkskrant.nl/nieuws-achtergrond/zoveel-bomen-naar-de-knoppen~bb05eeb4/,2005-07-23,Nieuws & Achtergrond,False,,,,
362,Hittegolf na vrijdagochtend een feit,https://www.volkskrant.nl/nieuws-achtergrond/hittegolf-na-vrijdagochtend-een-feit~beb5d31f/,2005-06-24,Nieuws & Achtergrond,False,,,,
363,Examen-enquête: jullie mening over school,https://www.volkskrant.nl/nieuws-achtergrond/examen-enquete-jullie-mening-over-school~bee4c3aa/,2005-05-24,Nieuws & Achtergrond,False,,,,
364,Op naar de fuchsiaweek,https://www.volkskrant.nl/economie/op-naar-de-fuchsiaweek~b875bcb7/,2005-04-08,Economie,False,,,,
365,Lustrum-Dictee is van CaMu,https://www.volkskrant.nl/home/lustrum-dictee-is-van-camu~bde4661c/,2004-11-12,Voorpagina,False,,,,
366,Tegen de broeikas-scepsis,https://www.volkskrant.nl/home/tegen-de-broeikas-scepsis~b23b32b8/,2004-10-01,Voorpagina,False,,,,
367,Agrarische ondernemers vaker failliet,https://www.volkskrant.nl/economie/agrarische-ondernemers-vaker-failliet~be2835e9/,2004-09-01,Economie,False,,,,
368,Effecten klimaatverandering steeds zichtbaarder,https://www.volkskrant.nl/nieuws-achtergrond/effecten-klimaatverandering-steeds-zichtbaarder~b0a0d3f6/,2004-08-18,Nieuws & Achtergrond,False,,,,
369,De vakantie is voorbij,https://www.volkskrant.nl/home/de-vakantie-is-voorbij~bb5529f9/,2004-08-15,Voorpagina,False,,,,
370,'Met dagenlang 29 graden is het ook heel warm',https://www.volkskrant.nl/nieuws-achtergrond/met-dagenlang-29-graden-is-het-ook-heel-warm~bfa8be6c/,2004-08-10,Nieuws & Achtergrond,False,,,,
371,Oververhit?,https://www.volkskrant.nl/home/oververhit~beb5b4d6/,2004-08-09,Voorpagina,False,,,,
372,Hittegolf in Nederland,https://www.volkskrant.nl/nieuws-achtergrond/hittegolf-in-nederland~bfee546b/,2004-08-09,Nieuws & Achtergrond,False,,,,
373,KNMI verwacht hittegolf,https://www.volkskrant.nl/nieuws-achtergrond/knmi-verwacht-hittegolf~b7e1539e/,2004-08-09,Nieuws & Achtergrond,False,,,,
374,Zomerse warmte leidt tot probleem centrales,https://www.volkskrant.nl/home/zomerse-warmte-leidt-tot-probleem-centrales~b51b4e65/,2004-08-08,Voorpagina,False,,,,
375,Franse regeerploeg ingrijpend gewijzigd,https://www.volkskrant.nl/nieuws-achtergrond/franse-regeerploeg-ingrijpend-gewijzigd~b5d256a5/,2004-03-31,Nieuws & Achtergrond,False,,,,
376,Parijs-gidsje voor gevorderden,https://www.volkskrant.nl/home/parijs-gidsje-voor-gevorderden~b1b5897a/,2004-03-09,Voorpagina,False,,,,
377,Hennes en Mauritz: nu ook voor honden,https://www.volkskrant.nl/economie/hennes-en-mauritz-nu-ook-voor-honden~b2cf79a8/,2004-01-30,Economie,False,,,,
378,Hennes & Mauritz: nu ook voor honden,https://www.volkskrant.nl/home/hennes-mauritz-nu-ook-voor-honden~b02f3ad5/,2004-01-29,Voorpagina,False,,,,
379,Superkassa rekent leeg winkelschap weg,https://www.volkskrant.nl/home/superkassa-rekent-leeg-winkelschap-weg~bc2fe2e7/,2004-01-14,Voorpagina,False,,,,
380,De hittegolf,https://www.volkskrant.nl/nieuws-achtergrond/de-hittegolf~bace26d5/,2003-12-16,Nieuws & Achtergrond,False,,,,
381,Raffarin in Franse onvrede kop van Jut,https://www.volkskrant.nl/nieuws-achtergrond/raffarin-in-franse-onvrede-kop-van-jut~bec438bc/,2003-11-11,Nieuws & Achtergrond,False,,,,
382,Vrouw rukt op in computerspel,https://www.volkskrant.nl/economie/vrouw-rukt-op-in-computerspel~b6c958ab/,2003-11-10,Economie,False,,,,
383,Vrouw rukt op in computerspel,https://www.volkskrant.nl/home/vrouw-rukt-op-in-computerspel~b77be53f/,2003-11-07,Voorpagina,False,,,,
384,Fijne hobbels,https://www.volkskrant.nl/home/fijne-hobbels~b9f1a7101/,2003-09-12,Voorpagina,False,,,,
385,Veel slikken maakt niet beter,https://www.volkskrant.nl/home/veel-slikken-maakt-niet-beter~b73520fc/,2003-09-05,Voorpagina,False,,,,
386,Raar weer is ook gewoon,https://www.volkskrant.nl/nieuws-achtergrond/raar-weer-is-ook-gewoon~b82b1c8a/,2003-09-01,Nieuws & Achtergrond,False,,,,
387,Zomer 2003 is op een na heetste,https://www.volkskrant.nl/nieuws-achtergrond/zomer-2003-is-op-een-na-heetste~b92cd531/,2003-09-01,Nieuws & Achtergrond,False,,,,
388,Gharib in tweede marathon al de beste,https://www.volkskrant.nl/home/gharib-in-tweede-marathon-al-de-beste~be34e10c/,2003-08-31,Voorpagina,False,,,,
389,Amerika-fondsen liften mee op groeisignalen VS,https://www.volkskrant.nl/economie/amerika-fondsen-liften-mee-op-groeisignalen-vs~bee230e8/,2003-08-23,Economie,False,,,,
390,Hittegolf,https://www.volkskrant.nl/home/hittegolf~bf6cdbf5/,2003-08-22,Voorpagina,False,,,,
391,Raar weer is ook gewoon,https://www.volkskrant.nl/home/raar-weer-is-ook-gewoon~bc0f9f19/,2003-08-22,Voorpagina,False,,,,
392,"Als Frankrijk vakantie viert, creperen de oudjes",https://www.volkskrant.nl/home/als-frankrijk-vakantie-viert-creperen-de-oudjes~b01e7a4c/,2003-08-22,Voorpagina,False,,,,
393,Alles boven 17° Celsius geeft extra doden,https://www.volkskrant.nl/nieuws-achtergrond/alles-boven-17-celsius-geeft-extra-doden~bf5b41ed/,2003-08-22,Nieuws & Achtergrond,False,,,,
394,Mogelijk duizend doden door hitte in Nederland,https://www.volkskrant.nl/nieuws-achtergrond/mogelijk-duizend-doden-door-hitte-in-nederland~bcf3fe79/,2003-08-22,Nieuws & Achtergrond,False,,,,
395,Vrijdag 22 augustus 2003,https://www.volkskrant.nl/home/vrijdag-22-augustus-2003~bbbb9ad8/,2003-08-21,Voorpagina,False,,,,
396,Alles boven 17 Celcius geeft extra doden,https://www.volkskrant.nl/home/alles-boven-17-celcius-geeft-extra-doden~bc391c54/,2003-08-21,Voorpagina,False,,,,
397,Hitte eist tot duizend levens,https://www.volkskrant.nl/nieuws-achtergrond/hitte-eist-tot-duizend-levens~b38c12bc/,2003-08-21,Nieuws & Achtergrond,False,,,,
398,Privatisering elektra werkt schaarste in de hand,https://www.volkskrant.nl/home/privatisering-elektra-werkt-schaarste-in-de-hand~b8b4b381/,2003-08-20,Voorpagina,False,,,,
399,Dinsdag 19 augustus 2003,https://www.volkskrant.nl/home/dinsdag-19-augustus-2003~bb6f0147/,2003-08-18,Voorpagina,False,,,,
400,Tussen de zegels,https://www.volkskrant.nl/home/tussen-de-zegels~b3f1b8db/,2003-08-15,Voorpagina,False,,,,
401,Smullen op niveau,https://www.volkskrant.nl/home/smullen-op-niveau~bff29e7e/,2003-08-15,Voorpagina,False,,,,
402,Buschauffeur Connexxion mist praatpaal,https://www.volkskrant.nl/home/buschauffeur-connexxion-mist-praatpaal~b2922dc4/,2003-08-13,Voorpagina,False,,,,
403,"Warm, warmer, warmst",https://www.volkskrant.nl/nieuws-achtergrond/warm-warmer-warmst~bf8ec6c4/,2003-08-13,Nieuws & Achtergrond,False,,,,
404,Slepen met ijs en ventilatoren in verpleeghuizen,https://www.volkskrant.nl/nieuws-achtergrond/slepen-met-ijs-en-ventilatoren-in-verpleeghuizen~b763fbe9/,2003-08-13,Nieuws & Achtergrond,False,,,,
405,Het woord record,https://www.volkskrant.nl/home/het-woord-record~b1969428/,2003-08-07,Voorpagina,False,,,,
406,Hittegolf nu officieel,https://www.volkskrant.nl/nieuws-achtergrond/hittegolf-nu-officieel~b534285d/,2003-08-07,Nieuws & Achtergrond,False,,,,
407,Sproeiverbod voor Nederlandse boeren,https://www.volkskrant.nl/nieuws-achtergrond/sproeiverbod-voor-nederlandse-boeren~b86c6a14/,2003-08-05,Nieuws & Achtergrond,False,,,,
408,Verdwaald op de Derde Weg,https://www.volkskrant.nl/home/verdwaald-op-de-derde-weg~b96dbbc1/,2003-07-18,Voorpagina,False,,,,
409,Derksen alleen met plaats in de topvijftien tevreden,https://www.volkskrant.nl/home/derksen-alleen-met-plaats-in-de-topvijftien-tevreden~b86305b1/,2003-07-16,Voorpagina,False,,,,
410,Fusion,https://www.volkskrant.nl/home/fusion~b148d359/,2003-07-11,Voorpagina,False,,,,
411,Vijftien minuten water en 24 uur hitte,https://www.volkskrant.nl/home/vijftien-minuten-water-en-24-uur-hitte~b9457197/,2003-06-15,Voorpagina,False,,,,
412,Sprekers van zilver en meesters van goud,https://www.volkskrant.nl/home/sprekers-van-zilver-en-meesters-van-goud~bc97aea7/,2003-06-05,Voorpagina,False,,,,
413,Vakantieweer à la carte,https://www.volkskrant.nl/home/vakantieweer-a-la-carte~be7e2d92/,2002-07-05,Voorpagina,False,,,,
414,Hittegolf afgesloten met hevig onweer,https://www.volkskrant.nl/home/hittegolf-afgesloten-met-hevig-onweer~bed15f37c/,2001-08-26,Voorpagina,False,,,,
415,GROETEN UIT ASSEN,https://www.volkskrant.nl/home/groeten-uit-assen~b317988c/,2001-06-29,Voorpagina,False,,,,
416,ZOMER?,https://www.volkskrant.nl/wetenschap-gezondheid/zomer~b1adbb1e/,2000-07-14,Voorpagina,False,,,,
417,Monsieur Cyclone is helaas uitgeraasd,https://www.volkskrant.nl/wetenschap-gezondheid/monsieur-cyclone-is-helaas-uitgeraasd~b582fa8b/,2000-01-05,Voorpagina,False,,,,
418,Ondertussen in...,https://www.volkskrant.nl/home/ondertussen-in~b2404c1b/,2000-01-02,Voorpagina,False,,,,
419,Mooi weer voor muggen,https://www.volkskrant.nl/wetenschap-gezondheid/mooi-weer-voor-muggen~b1a86617/,1999-08-09,Voorpagina,False,,,,
420,Zo werd water drinken weer cool,https://www.volkskrant.nl/home/zo-werd-water-drinken-weer-cool~b309dda1/,1999-08-06,Voorpagina,False,,,,
421,The love man die nooit een ster wilde zijn Passie voor muziek is het geheim van Barry White,https://www.volkskrant.nl/cultuur-media/the-love-man-die-nooit-een-ster-wilde-zijn-passie-voor-muziek-is-het-geheim-van-barry-white~bdc38247/,1999-08-05,Cultuur & Media,False,,,,
422,Ongemak door hittegolf neemt toe,https://www.volkskrant.nl/wetenschap-gezondheid/ongemak-door-hittegolf-neemt-toe~b9a70f50/,1999-08-02,Voorpagina,False,,,,
423,'Prins' van Amerika zit op een eilandje,https://www.volkskrant.nl/cultuur-media/prins-van-amerika-zit-op-een-eilandje~b4a4f0de/,1999-07-19,Cultuur & Media,False,,,,
424,Kleinverbruiker profiteert niet van marktwerking,https://www.volkskrant.nl/home/kleinverbruiker-profiteert-niet-van-marktwerking~b286d371/,1999-06-15,Voorpagina,False,,,,
425,Nacht van Wiegel eindigt in saaie zomer,https://www.volkskrant.nl/nieuws-achtergrond/nacht-van-wiegel-eindigt-in-saaie-zomer~b5523c4c/,1999-05-28,Nieuws & Achtergrond,False,,,,
426,THRILLERS,https://www.volkskrant.nl/home/thrillers~b263895b/,1998-12-23,Voorpagina,False,,,,
427,'Verschuiving in assortiment is gigantisch' Unilever gedijt bij reorganisatie,https://www.volkskrant.nl/home/verschuiving-in-assortiment-is-gigantisch-unilever-gedijt-bij-reorganisatie~bdbc7900/,1998-02-10,Voorpagina,False,,,,
428,Bierbrouwer mikt op groeimarkten in Oost-Europa en Azië Winstgroei Heineken weer ouderwets,https://www.volkskrant.nl/home/bierbrouwer-mikt-op-groeimarkten-in-oost-europa-en-azie-winstgroei-heineken-weer-ouderwets~b83ac6fd/,1997-09-12,Voorpagina,False,,,,
429,Duitse regen stimuleert Duitse ruiters,https://www.volkskrant.nl/sport/duitse-regen-stimuleert-duitse-ruiters~b55e8e75/,1997-08-28,Sport,False,,,,
430,"Duitse autocoureur tijdens Grand Prix van België niet alleen de snelste, maar ook de gewiekste Schumacher houdt hoofd koel tijdens regenbui in Ardennen",https://www.volkskrant.nl/sport/duitse-autocoureur-tijdens-grand-prix-van-belgie-niet-alleen-de-snelste-maar-ook-de-gewiekste-schumacher-houdt-hoofd-koel-tijdens-regenbui-in-ardennen~b813d89a/,1997-08-24,Sport,False,,,,
431,Vakantiespreiding verhit scholieren,https://www.volkskrant.nl/home/vakantiespreiding-verhit-scholieren~bf75677d/,1997-08-20,Voorpagina,False,,,,
432,ZOMER (7),https://www.volkskrant.nl/home/zomer-7~b23237a8/,1997-08-15,Voorpagina,False,,,,
433,Pachters van strandpaviljoens hopen alsnog uit de kosten te komen; 'Nog tien zomerse dagen en het seizoen is goed',https://www.volkskrant.nl/reizen/pachters-van-strandpaviljoens-hopen-alsnog-uit-de-kosten-te-komen-nog-tien-zomerse-dagen-en-het-seizoen-is-goed~bc804ff7/,1997-08-12,Voorpagina,False,,,,
434,Nederland ondergaat hittegolf,https://www.volkskrant.nl/wetenschap-gezondheid/nederland-ondergaat-hittegolf~be3ea622/,1997-08-11,Voorpagina,False,,,,
435,Hittegolf na maandag bij aanhoudende temperatuur boven 30 graden; Stranden in het weekeinde tjokvol,https://www.volkskrant.nl/reizen/hittegolf-na-maandag-bij-aanhoudende-temperatuur-boven-30-graden-stranden-in-het-weekeinde-tjokvol~b032336c/,1997-08-10,Voorpagina,False,,,,
436,Maria's wereld,https://www.volkskrant.nl/persoonlijk/maria-s-wereld~b181c1eb/,1997-03-13,Voorpagina,False,,,,
437,"GEACHTE REDACTIE: De heroïsche ervaring van min 18; jongens, wat was 't toch koud",https://www.volkskrant.nl/home/geachte-redactie-de-heroische-ervaring-van-min-18-jongens-wat-was-t-toch-koud~b8c671e0/,1997-01-10,Voorpagina,False,,,,
438,Televisie blijft afhankelijk van zonsondergang en kou,https://www.volkskrant.nl/home/televisie-blijft-afhankelijk-van-zonsondergang-en-kou~b6d0e55d/,1996-08-05,Voorpagina,False,,,,
439,'Meer heffingen op vervuilende activiteiten',https://www.volkskrant.nl/home/meer-heffingen-op-vervuilende-activiteiten~b805aed8/,1996-01-14,Voorpagina,False,,,,
440,BAGAGE,https://www.volkskrant.nl/home/bagage~bca786c6/,1995-12-01,Voorpagina,False,,,,
441,Treinmachinisten beter beschermd tegen hitte,https://www.volkskrant.nl/home/treinmachinisten-beter-beschermd-tegen-hitte~bac55236/,1995-08-04,Voorpagina,False,,,,
442,Arts ziet nog geen gevolg van warmte,https://www.volkskrant.nl/home/arts-ziet-nog-geen-gevolg-van-warmte~b9e2645e/,1995-08-01,Voorpagina,False,,,,
443,Beursfabel Heineken en hitte klopt niet altijd,https://www.volkskrant.nl/home/beursfabel-heineken-en-hitte-klopt-niet-altijd~b53cc0b5/,1995-06-28,Voorpagina,False,,,,
444,Loonmatiging matigt ook economische groei,https://www.volkskrant.nl/home/loonmatiging-matigt-ook-economische-groei~b268bdc0/,1994-11-23,Voorpagina,False,,,,
445,Haast niemand doet zo lang poolonderzoek als hij: ‘We zijn niet voorbereid op wat er komen gaat’,https://www.volkskrant.nl/wetenschap/haast-niemand-doet-zo-lang-poolonderzoek-als-hij-we-zijn-niet-voorbereid-op-wat-er-komen-gaat~b93fbfac/,2023-09-06,Wetenschap,False,,,,
447,Zelden riep een vuilniszak zo veel emotie op als die uit Italië in Amsterdam,https://www.volkskrant.nl/nieuws-achtergrond/zelden-riep-een-vuilniszak-zo-veel-emotie-op-als-die-uit-italie-in-amsterdam~bfecee937/,2023-06-05,Nieuws & Achtergrond,False,,,,
449,"Rusland maakt kapot, Oekraïne repareert: ‘En zo gaat het door’",https://www.volkskrant.nl/nieuws-achtergrond/rusland-maakt-kapot-oekraine-repareert-en-zo-gaat-het-door~bd94853a/,2022-12-18,Nieuws & Achtergrond,False,,,,
450,Navo-chef Stoltenberg na Oekraïense herovering Cherson: ‘Onderschat Russische strijdkrachten niet’,https://www.volkskrant.nl/nieuws-achtergrond/navo-chef-stoltenberg-na-oekraiense-herovering-cherson-onderschat-russische-strijdkrachten-niet~b240827f/,2022-11-14,Nieuws & Achtergrond,False,,,,
451,In februari streken 110 Oekraïense vluchtelingen neer in Loosdrecht. Hoe verloopt dat nu?,https://www.volkskrant.nl/nieuws-achtergrond/in-februari-streken-110-oekraiense-vluchtelingen-neer-in-loosdrecht-hoe-verloopt-dat-nu~b423f40c/,2022-08-19,Nieuws & Achtergrond,False,,,,
452,"Zeven doden en veertien vermisten na lawine in Noord-Italië, premier Draghi naar rampgebied",https://www.volkskrant.nl/nieuws-achtergrond/zeven-doden-en-veertien-vermisten-na-lawine-in-noord-italie-premier-draghi-naar-rampgebied~b7af1324/,2022-07-04,Nieuws & Achtergrond,False,,,,
453,"Mathilde Francken: ‘Als je écht wilt weten hoe ik 100 jaar ben geworden, moet je mij eerst betalen’",https://www.volkskrant.nl/mensen/mathilde-francken-als-je-echt-wilt-weten-hoe-ik-100-jaar-ben-geworden-moet-je-mij-eerst-betalen~b1fd216a/,2022-06-12,Mensen,False,,,,
454,Ineens staat de succesvolle glastuinbouw het water aan de lippen,https://www.volkskrant.nl/economie/ineens-staat-de-succesvolle-glastuinbouw-het-water-aan-de-lippen~b320ecc9/,2022-03-25,Economie,False,,,,
455,"Schurft is groeiend probleem in Nederland: ‘Hygiënische discipline kan pittig zijn, denk aan je studentenhuis vroeger’",https://www.volkskrant.nl/nieuws-achtergrond/schurft-is-groeiend-probleem-in-nederland-hygienische-discipline-kan-pittig-zijn-denk-aan-je-studentenhuis-vroeger~bd45b830/,2022-03-22,Nieuws & Achtergrond,False,,,,
456,De verpleeghuizen tijdens de eerste golf: ‘Pijnlijk duidelijk is dat de ouderenzorg niet serieus is genomen’,https://www.volkskrant.nl/nieuws-achtergrond/de-verpleeghuizen-tijdens-de-eerste-golf-pijnlijk-duidelijk-is-dat-de-ouderenzorg-niet-serieus-is-genomen~b46a7fd6/,2022-02-14,Voorpagina,False,,,,
457,De 21 meest bijzondere wetenschapsbeelden van 2021 – geduid door 21 wetenschappers,https://www.volkskrant.nl/wetenschap/de-21-meest-bijzondere-wetenschapsbeelden-van-2021-geduid-door-21-wetenschappers~b5c8ad0b/,2021-12-28,Wetenschap,False,,,,
458,Floris Schoonderbeek ontwikkelt met zijn designlab eigenzinnige producten op locatie,https://www.volkskrant.nl/mensen/floris-schoonderbeek-ontwikkelt-met-zijn-designlab-eigenzinnige-producten-op-locatie~b0269678/,2021-04-08,Mensen,False,,,,
459,"‘Het kan best dat alle Texanen deze ramp te boven komen, behalve Ted Cruz’",https://www.volkskrant.nl/nieuws-achtergrond/het-kan-best-dat-alle-texanen-deze-ramp-te-boven-komen-behalve-ted-cruz~bc6df109/,2021-02-20,Nieuws & Achtergrond,False,,,,
460,We zijn dus toch overvallen door een pandemie,https://www.volkskrant.nl/wetenschap/we-zijn-dus-toch-overvallen-door-een-pandemie~b2663d2e/,2020-12-23,Wetenschap,False,,,,
461,"Volkskrant Ochtend: Rutte toont voorzichtig zelfkritiek over aandeel kabinet in tweede golf | Supermarktbazen moeten pandemie en burger bedwingen: ‘Ik wacht je buiten op, zeggen ze’",https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-ochtend-rutte-toont-voorzichtig-zelfkritiek-over-aandeel-kabinet-in-tweede-golf-supermarktbazen-moeten-pandemie-en-burger-bedwingen-ik-wacht-je-buiten-op-zeggen-ze~bee19558/,2020-10-15,Nieuws & Achtergrond,False,,,,
462,"Orkaan Laura bereikt Amerikaanse kust, windstoten tot 240 kilometer per uur verwacht",https://www.volkskrant.nl/nieuws-achtergrond/orkaan-laura-bereikt-amerikaanse-kust-windstoten-tot-240-kilometer-per-uur-verwacht~bc3035c8/,2020-08-27,Nieuws & Achtergrond,False,,,,
463,"Altijd eerst handen wassen, zo zijn we opgevoed",https://www.volkskrant.nl/nieuws-achtergrond/altijd-eerst-handen-wassen-zo-zijn-we-opgevoed~bf4276ea/,2020-07-24,Nieuws & Achtergrond,False,,,,
464,Weerbericht voor vrijdag 8 mei: zonnig met toenemende bewolking,https://www.volkskrant.nl/nieuws-achtergrond/weerbericht-voor-vrijdag-8-mei-zonnig-met-toenemende-bewolking~b2f867e1/,2020-05-08,Nieuws & Achtergrond,False,,,,
465,Jumbo-topman Frits van Eerd: ‘Het liefst had ik ook nog heel Hema gekocht’,https://www.volkskrant.nl/economie/jumbo-topman-frits-van-eerd-het-liefst-had-ik-ook-nog-heel-hema-gekocht~b60dd646/,2020-03-07,Economie,False,,,,
466,Maolin Zhang was een heldere ster die voortijdig doofde,https://www.volkskrant.nl/mensen/maolin-zhang-was-een-heldere-ster-die-voortijdig-doofde~bb89b711/,2020-02-25,Mensen,False,,,,
467,Een reis in je hoofd is volgens Jelle Brandt Corstius misschien wel de interessantste reis die je kunt maken,https://www.volkskrant.nl/cultuur-media/een-reis-in-je-hoofd-is-volgens-jelle-brandt-corstius-misschien-wel-de-interessantste-reis-die-je-kunt-maken~b94e4764/,2020-01-03,Cultuur & Media,False,,,,
468,André Rieu schenkt 425.000 euro om Limburgse kinderen muziekles te geven,https://www.volkskrant.nl/cultuur-media/andre-rieu-schenkt-425-000-euro-om-limburgse-kinderen-muziekles-te-geven~b5696ef2/,2019-12-02,Cultuur & Media,False,,,,
469,Tokio geeft eindelijk toe: olympische marathon verplaatst naar Sapporo,https://www.volkskrant.nl/sport/tokio-geeft-eindelijk-toe-olympische-marathon-verplaatst-naar-sapporo~b219ea21/,2019-11-01,Sport,False,,,,
470,Sinds de horrorhittegolf van 2003 let Parijs goed op zijn ouderen,https://www.volkskrant.nl/nieuws-achtergrond/sinds-de-horrorhittegolf-van-2003-let-parijs-goed-op-zijn-ouderen~bbef087f/,2019-07-25,Nieuws & Achtergrond,False,,,,
471,Zweten in Alaska: ‘Beren en elanden zoeken verkoeling onder de sproeiers in de tuin’,https://www.volkskrant.nl/wetenschap/zweten-in-alaska-beren-en-elanden-zoeken-verkoeling-onder-de-sproeiers-in-de-tuin~b9106dd7/,2019-07-12,Wetenschap,False,,,,
472,Rivieren Alaska in ruim honderd jaar nog nooit zo vroeg ontdooid,https://www.volkskrant.nl/nieuws-achtergrond/rivieren-alaska-in-ruim-honderd-jaar-nog-nooit-zo-vroeg-ontdooid~bee69b71/,2019-04-15,Nieuws & Achtergrond,False,,,,
473,Is dit de airco killer? Deze machine uit Enschede verandert warmte in kou via geluid,https://www.volkskrant.nl/wetenschap/is-dit-de-airco-killer-deze-machine-uit-enschede-verandert-warmte-in-kou-via-geluid~bdfe4c3f/,2019-03-22,Wetenschap,False,,,,
474,Warmt CO2 het klimaat echt wel op? (en nog drie knellende vragen die klimaatsceptici vaak stellen),https://www.volkskrant.nl/wetenschap/warmt-co2-het-klimaat-echt-wel-op-en-nog-drie-knellende-vragen-die-klimaatsceptici-vaak-stellen~be29fd8a/,2019-02-08,Wetenschap,False,,,,
475,Linda de Mol verhuist naar Talpa. Met het wegkapen van de sterren van RTL slaat John de Mol een dubbelslag: ‘Dit is een meesterzet’,https://www.volkskrant.nl/cultuur-media/linda-de-mol-verhuist-naar-talpa-met-het-wegkapen-van-de-sterren-van-rtl-slaat-john-de-mol-een-dubbelslag-dit-is-een-meesterzet~b2de263f/,2019-01-16,Cultuur & Media,False,,,,
476,"Volkskrant Avond: Deze predikant trouwde Hongaarse premier Orbán, maar is nu zijn grootste criticus | Labour dient motie van afkeuring in tegen May",https://www.volkskrant.nl/nieuws-achtergrond/volkskrant-avond-deze-predikant-trouwde-hongaarse-premier-orban-maar-is-nu-zijn-grootste-criticus-labour-dient-motie-van-afkeuring-in-tegen-may~b093bdb2/,2018-12-17,Nieuws & Achtergrond,False,,,,
477,Op een warmere aarde verandert alles – en het is al eens gebeurd,https://www.volkskrant.nl/wetenschap/op-een-warmere-aarde-verandert-alles-en-het-is-al-eens-gebeurd~b37b4769/,2018-12-07,Wetenschap,False,,,,
478,"Opinieblog – Media over arrestatie Huawei-topvrouw: ‘VS moeten naleving van wetten afdwingen, anders zijn ze zinloos’",https://www.volkskrant.nl/nieuws-achtergrond/opinieblog-media-over-arrestatie-huawei-topvrouw-vs-moeten-naleving-van-wetten-afdwingen-anders-zijn-ze-zinloos~b2faef5f/,2018-12-06,Nieuws & Achtergrond,False,,,,
479,"‘Mijn vrouw kwam van Mars, ik van Venus’",https://www.volkskrant.nl/mensen/mijn-vrouw-kwam-van-mars-ik-van-venus~b66ea739/,2018-09-07,Mensen,False,,,,
480,Voor Nobelprijswinnaar Frank Wilczek is de lege ruimte niet niets,https://www.volkskrant.nl/wetenschap/voor-nobelprijswinnaar-frank-wilczek-is-de-lege-ruimte-niet-niets~b35ec2a0/,2018-08-24,Wetenschap,False,,,,
481,"’s Nachts als ik naar de computer sloop, bleek hij altijd toevallig net te hebben ingelogd",https://www.volkskrant.nl/cultuur-media/s-nachts-als-ik-naar-de-computer-sloop-bleek-hij-altijd-toevallig-net-te-hebben-ingelogd~b4ca5450/,2018-06-29,Cultuur & Media,False,,,,
482,Waarom is eten uit de magnetron minder smakelijk?,https://www.volkskrant.nl/wetenschap/waarom-is-eten-uit-de-magnetron-minder-smakelijk~b47add34/,2018-06-22,Wetenschap,False,,,,
483,Warme zeestroming hapert en dat heeft effect op ons klimaat,https://www.volkskrant.nl/wetenschap/warme-zeestroming-hapert-en-dat-heeft-effect-op-ons-klimaat~b971f021/,2018-04-16,Wetenschap,False,,,,
484,Giftige algenwolken zorgen voor massale vissterfte in de Arabische Zee,https://www.volkskrant.nl/wetenschap/giftige-algenwolken-zorgen-voor-massale-vissterfte-in-de-arabische-zee~b14a780a/,2017-03-17,Voorpagina,False,,,,
485,Hoe het bedrijfsleven de publieke sector inhaalt met idealen,https://www.volkskrant.nl/economie/hoe-het-bedrijfsleven-de-publieke-sector-inhaalt-met-idealen~bc7a6a7b/,2017-02-15,Economie,False,,,,
486,Verwende golfjongetjes mijden Rio,https://www.volkskrant.nl/sport/verwende-golfjongetjes-mijden-rio~b02fb46a/,2016-07-14,Sport,False,,,,
487,'See EU later!',https://www.volkskrant.nl/nieuws-achtergrond/see-eu-later~b73dccfc/,2016-06-24,Voorpagina,False,,,,
